artist,genre,lyric,title
Cristiano Araújo,Sertanejo,"Estou tentando manter esse amor esquecido,Ou luto às vezes pra me manter sempre distraído,Pra não correr o perigo de te procurar,Ficou em mim a chama e não apaga de uma vez,Leva algum tempo, pode crer que não é só um mês,Mas se já me esqueceu não te culpo,E nem peço pra voltar,É tão difícil dar adeus a um sentimento,Que não desencana,Quero curtir a vida mas sempre depois de uma balada,O coração te chama,É fato que acabou, mas eu não te esqueci,É fato que esqueceu, mas ainda mora aqui,E parece que não vai sair tão fácil,Desse coração palhaço,É fato que acabou, mas eu não te esqueci,É fato que esqueceu, mas ainda mora aqui,E parece que não vai sair tão fácil,Desse coração palhaço",É Fato
Jorge & Mateus,Sertanejo,"Pode brincar,Eu te conheço, sei jogar teu jogo,Sei que você vai se queimar,Sei que não aguenta fogo e vai quebrar a cara,Quando me ver escapando entre seus dedos,Ou dividindo os meus segredos com outra pessoa,Hoje eu acordei gostando mais de mim,Vou cair fora numa boa,Então fica assim,A gente se encontra outra ocasião,Na festa junina, festa de peão,No bar da esquina,O mundo é tão pequeno, afinal,E graças a Deus que o seu amor não me fez tão mal,E o meu coração ainda bate igual,E a gente se encontra em outro Carnaval,O mundo é tão pequeno, afinal,O mundo é tão pequeno, afinal",O Mundo É Tão Pequeno
Chitãozinho & Xororó,Sertanejo,"Quanto tempo o coração,Leva pra saber,Que o sinônimo de amar,É sofrer,No aroma de amores,Pode haver espinhos,É como ter,Mulheres em milhões,E ser sozinho,Na solidão de casa,Descansar,O sentido da vida,Encontrar,Quem pode dizer,Onde a felicidade está,O amor é feito de paixões,E quando perde a razão,Não sabe quem vai machucar,Quem ama nunca sente medo,De contar o seu segredo,Sinônimo de amor é amar,Quem revelará o mistério,Que tem a fé,E quantos segredos traz,O coração de uma mulher,Como é triste a tristeza,Mendigando um sorriso,Um cego procurando a luz,Na imensidão do paraíso,Quem tem amor na vida,Tem sorte,Quem na fraqueza sabe,Ser bem mais forte,Ninguém sabe dizer,Onde a felicidade está,O amor é feito de paixões,E quando perde a razão,Não sabe quem vai machucar,Quem ama nunca sente medo,De contar o seu segredo,Sinônimo de amor é amar,O amor é feito de paixões,E quando perde a razão,Não sabe quem vai machucar,Quem ama nunca sente medo,De contar o seu segredo,Sinônimo de amor é amar,Quem revelará o mistério,Que tem a fé,E quantos segredos traz,O coração de uma mulher,Como é triste a tristeza,Mendigando um sorriso,Um cego procurando a luz,Na imensidão do paraíso,O amor é feito de paixões,E quando perde a razão,Não sabe quem vai machucar,Quem ama nunca sente medo,De contar o seu segredo,Sinônimo de amor é amar,O amor é feito de paixões,E quando perde a razão,Não sabe quem vai machucar,Quem ama nunca sente medo,De contar o seu segredo,Sinônimo de amor é amar",Sinônimos
Fernando e Sorocaba,Sertanejo,"Quando a praia se esquecer do mar,E o mar desistir das ondas,As ondas vão se acalmar,E aos poucos vão deixar a prancha,Nesse dia eu vou te esquecer,Quando a prancha esquecer dos pés,E os pés não deixarem pegadas,Pegadas não serão vestígios,De alguém que cruzou nossa estrada,Nesse dia eu vou te esquecer,Tá duvidando, é? Cuidado,Que eu te esqueço e você cai do cavalo,Tá se achando, é? Aproveita,Que um dia eu te esqueço na gaveta,Que um dia eu te esqueço na gaveta,Quando a lua se esquecer do sol,O sol não der chance pra sombra,E a sombra deixar o coqueiro,Bem onde a rede balança,Nesse dia eu vou te esquecer,Quando a rede se esquecer da bola,A bola que o goleiro não alcança,O grito esquecer do gol,E o gol parar bem na garganta,Nesse dia eu vou te esquecer,Tá duvidando, é? Cuidado,Que eu te esqueço e você cai do cavalo,Tá se achando, é? Aproveita,Que um dia eu te esqueço na gaveta,Que um dia eu te esqueço na gaveta,Tá duvidando, é? Cuidado,Que eu te esqueço e você cai do cavalo,Tá se achando, é? Aproveita,Que um dia eu te esqueço na gaveta,Na gaveta,Quando a praia se esquecer do mar,E o mar desistir das ondas",Gaveta
Maria Cecília e Rodolfo,Sertanejo,"Não ligue se eu lhe perguntar,Nem vá se estressar se eu quiser saber,Com quem, aonde você tá,Que hora vai voltar e o que vai fazer,Não tô pegando no seu pé,É que quando a gente quer, a gente vai à luta,Mas não desligue o celular, eu vou te rastrear,Porque quem ama, cuida,Ei, não é ciúme, eu confio em você,E vou tá sempre onde você estiver,E mesmo estando ausente, eu vou estar presente,Toda hora que você quiser,Se me chamar, eu vou, e se for pra fazer amor,Eu largo tudo, tudo e vou à luta,Mas não desligue o celular, eu vou te rastrear,Porque quem ama, cuida,Eu vou cuidar de você,Todo dia, toda hora e a todo momento,Você jamais vai duvidar do meu sentimento,É de dar inveja um amor assim,Eu vou cuidar de você,Todo dia, toda hora e a todo momento,Eu sou capaz de ler até seu pensamento,Só pra saber se tá pensando em mim,Ei, não é ciúme, eu confio em você,E vou tá sempre onde você estiver,E mesmo estando ausente, eu vou estar presente,Toda hora que você quiser,Se me chamar, eu vou, e se for pra fazer amor,Eu largo tudo, tudo e vou à luta,Mas não desligue o celular, eu vou te rastrear,Porque quem ama, cuida,Eu vou cuidar de você,Todo dia, toda hora e a todo momento,Você jamais vai duvidar do meu sentimento,É de dar inveja um amor assim,Eu vou cuidar de você,Todo dia, toda hora e a todo momento,Eu sou capaz de ler até seu pensamento,Só pra saber se tá pensando em mim,Eu vou cuidar de você,Todo dia, toda hora e a todo momento,Você jamais vai duvidar do meu sentimento,É de dar inveja um amor assim,Eu vou cuidar de você,Todo dia, toda hora e a todo momento,Eu sou capaz de ler até seu pensamento,Só pra saber se tá pensando em mim,La, laia, laia, laia,Só pra saber se tá pensando em mim",Quem Ama Cuida
Jorge & Mateus,Sertanejo,"Chove quando você some,Chove amor quando se esconde,Chove só de te querer,Chove, chove em mim você,Achei que fosse fácil, amor,Mas foi difícil achar você,Faltou só um pouquinho, flor,Pra aquele beijo acontecer,E sem motivos quer me achar,Olha pro céu que eu vou tá lá,Em cada gota que chover,Amor, molhar você,Juro, eu quero te tocar,Em seu corpo deslizar, amor, te ter,Chove quando você some,Chove amor quando se esconde,Chove só de te querer,Chove, chove em mim você,Chove quando você some,Chove amor quando se esconde,Chove só de te querer,Chove, chove em mim você,Achei que fosse fácil, amor,Mas foi difícil achar você,Faltou só um pouquinho, flor,Pra aquele beijo acontecer,E sem motivos quer me achar,Olha pro céu que eu vou tá lá,Em cada gota que chover,Amor, molhar você,Juro, eu quero te tocar,Em seu corpo deslizar, amor, te ter,Chove quando você some,Chove amor quando se esconde,Chove só de te querer,Chove, chove em mim você,Chove em mim você,Chove em mim você,Chove em mim você","Chove, Chove"
Matheus e Kauan,Sertanejo,"Por que você não sai daí e vem aqui?,Pode invadir, pode chegar, pode ficar,No meu quarto, no meu abraço, apertado,Duvido que cê vai querer ir embora, não apavora,Depois do amor a gente vai fazendo hora,E eu não aguento mais, eu não aguento mais,A tela fria desse celular, só ver sua foto não vai me esquentar,Amar você de longe é tão ruim,Te quero ao vivo e a cores aqui, aqui,Por que você não sai daí e vem aqui?,Pode invadir, pode chegar, pode ficar,No meu quarto, no meu abraço, apertado,Duvido que cê vai querer ir embora, não apavora,Depois do amor a gente vai fazendo hora,E eu não aguento mais, eu não aguento mais,A tela fria desse celular, só ver sua foto não vai me esquentar,Amar você de longe é tão ruim,Te quero ao vivo e a cores aqui, aqui,Aqui,Iêêê, uôôô,Então sai daí, sai daí, vem aqui, vem invadir, invadir o meu quarto,Meu abraço apertado, vem, vem, duvido que cê vai querer sair,Por que você não sai daí, sai daí, sai daí, vem aqui, vem invadir, invadir o meu quarto,Meu abraço, meu abraço apertado,Eu não aguento mais,Olhar pra tela fria desse celular, só ver sua foto não vai me esquentar,Amar você de longe é tão ruim,Te quero ao vivo e a cores aqui, aqui,Aqui,Iêêê, uôôô",Ao Vivo e a Cores (part. Anitta)
Thiago Brava,Sertanejo,"Deixa de dizer, amor,Que eu nunca te fiz feliz,Que eu não era nada,Do que sempre quis,E que não sente nada,Que eu não era nada,Que você pensava,Eu já decidi que hoje eu vou sair,Sem preocupar, eu vou me divertir,Já que agora eu não preciso me explicar,E com certeza você vai ouvir falar,Que eu já tô que tô,Eu tô pegando mesmo,Tô praticando a lei do desapego,Que diz que não preciso me apaixonar,Pra ser feliz eu não preciso me entregar,E eu já tô que tô,Eu tô pegando mesmo,E sei que você vai ficar sabendo,Que tô feliz sem você do meu lado,Hoje eu tô livre, leve e desapegado,Deixa de dizer, amor,Que eu nunca te fiz feliz,Que eu não era nada,Do que sempre quis,E que não sente nada,Que eu não era nada,Que você pensava,E eu já decidi que hoje eu vou sair,Sem preocupar, eu vou me divertir,Já que agora eu não preciso me explicar,E com certeza você vai ouvir falar,Que eu já tô que tô,Eu tô pegando mesmo,Tô praticando a lei do desapego,Que diz que não preciso me apaixonar,Pra ser feliz eu não preciso me entregar,E eu já tô que tô,Eu tô pegando mesmo,E sei que você vai ficar sabendo,Que tô feliz sem você do meu lado,Hoje eu tô livre, leve e desapegado,Eu tô pegando mesmo,Tô praticando a lei do desapego,Que diz que não preciso me apaixonar,Pra ser feliz eu nao preciso me entregar,E eu já tô que tô,Eu tô pegando mesmo,E sei que você vai ficar sabendo,Que tô feliz sem você do meu lado,Hoje eu tô livre, leve olha o lekee",Lei do Desapego
Victor e Leo,Sertanejo,"Pensando bem,Eu gosto mesmo de você,Pensando bem quero dizer,Que amo ter te conhecido,Nada melhor que eu deixar você saber,Pois é tão triste esconder,Um sentimento tão bonito,Hoje mesmo vou te procurar,Falar de mim,Sei que nem chegou a imaginar,Que eu pudesse te amar tanto assim,Sempre fui um grande amigo seu,Só que não sei mais se assim vai ser,Sempre te contei segredos meus,Estou apaixonado por você,Esse amor entrou no coração,Agora diz o que é que a gente faz,Pode dizer sim ou dizer não,Ser só seu amigo não dá mais,Nada melhor que eu deixar você saber,Pois é tão triste esconder,Um sentimento tão bonito,Hoje mesmo vou te procurar,Falar de mim,Sei que nem chegou a imaginar,Que eu pudesse te amar tanto assim,Sempre fui um grande amigo seu,Só que não sei mais se assim vai ser,Sempre te contei segredos meus,Estou apaixonado por você,Esse amor entrou no coração,Agora diz o que é que a gente faz,Pode dizer sim ou dizer não,Ser só seu amigo não dá mais,Sempre fui um grande amigo seu,Só que não sei mais se assim vai ser,Sempre te contei segredos meus,Estou apaixonado por você,Esse amor entrou no coração,Agora diz o que é que a gente faz,Pode dizer sim ou dizer não,Ser só seu amigo não dá mais",Amigo Apaixonado
Zezé Di Camargo e Luciano,Sertanejo,"Me promete amor sincero, uma vida inteira,Que com você o meu inverno vira primavera,Vive me jurando estar apaixonada,Prometeu o mundo e nunca me deu nada,Você não cumpre nada,Que se eu seguir o seu caminho chegarei ao céu,Eu vou provando o gosto amargo do seu doce mel,Na mentira das palavras entro no seu jogo,Procurando água, só encontro fogo,E queimo nesse fogo,Quando você fala tão apaixonada,""Meu amor, eu sempre estarei contigo"",Olho nos seus olhos, me emociono e choro,Sei que é mentira, mas me sinto vivo,Mesmo sendo falso o ar, sinto que respiro,Mentes tão bem,Que parece verdade o que você me fala,Vou acreditando,Mentes tão bem,Que até chego a imaginar,Que não quer me enganar,Que me ama de verdade,Mentes tão bem,Não me ama de verdade,Você mente tão bem",Mentes Tão Bem
Henrique e Diego,Sertanejo,"Conhece todos os meus segredos,Sabe o ponto fraco do meu coração,Me acalma quando eu sinto medo,Minha segurança está em suas mãos,É com você que o amor é intenso,É com você que o sonho é tão real,E é nos teus braços que amanheço o dia,Me faz sentir fora do normal,E é por você, a verdadeira dor da saudade,Sem você, sou apenas aquela metade,Que fica sem ter razão,A gente tem tudo pra dar certo,Nosso amor foi abençoado por Deus,Eu te preciso e quero ter você por perto,É a minha vida e seu amor sou eu,A gente tem tudo pra dar certo,Nosso amor foi abençoado por Deus,Eu te preciso e quero ter você por perto,É a minha vida e seu amor sou eu",Com Você
João Bosco e Vinícius,Sertanejo,"Desde o primeiro dia que a gente se viu,Impressionante a química que nos uniu,E o tempo foi tornando tão intenso o nosso amor,Faróis iluminavam o meu coração,Feito faísca que virou uma explosão,E o tempo foi tornando tão intensa a nossa paixão,Tem magia o teu sorriso encantador,Com você tudo é tão bom,Não tenho medo de dizer que é amor,Fui feito pra você,Você nasceu pra mim,É o coração que diz assim,Amo até os seus defeitos,Imagine os beijos,Já tomou conta de mim,Fui feito pra você,Você nasceu pra mim,É o coração que diz assim,Amor, não tem mais jeito,Te tatuei no peito,Pra sempre tá grudado em mim,Tem magia o teu sorriso encantador,Com você tudo é tão bom,Não tenho medo de dizer que é amor,Fui feito pra você,Você nasceu pra mim,É o coração que diz assim,Amo até os seus defeitos,Imagine os beijos,Já tomou conta de mim,Fui feito pra você,Você nasceu pra mim,É o coração que diz assim,Amor, não tem mais jeito,Te tatuei no peito,Pra sempre tá grudado em mim",Química
Henrique e Juliano,Sertanejo,"Você também tem, que eu sei,Aquela pessoa,Não adianta negar,Que tem passe livre,Carta branca na sua vida,Pra ir e voltar quando quiser,Nunca vai deixar de ser o que é, é,Todo mundo tem uma pessoa, aquela pessoa,Que te faz esquecer todas as outras,Todo mundo tem uma pessoa, aquela pessoa,Não precisa dia e nem hora pra chegar,Na portaria do meu coração já tem seu nome,Pode entrar,Você também tem, que eu sei,Aquela pessoa,Não adianta negar,Que tem passe livre,Carta branca na sua vida,Pra ir e voltar quando quiser,Nunca vai deixar de ser o que é, é,Todo mundo tem uma pessoa, aquela pessoa,Que te faz esquecer todas as outras,Todo mundo tem uma pessoa, aquela pessoa,Não precisa dia e nem hora pra chegar,Na portaria do meu coração já tem seu nome,Todo mundo tem uma pessoa, aquela pessoa,Que te faz esquecer todas as outras,Todo mundo tem uma pessoa, aquela pessoa,Não precisa dia e nem hora pra chegar,Na portaria do meu coração já tem seu nome,Pode entrar",Aquela Pessoa
Luan Santana,Sertanejo,"Te pedi que me levasse a sério,Construí palácios e castelos,Esperei por muito tempo antes de te ver,Li, reli seu manual inteiro,Descobri todos os seus segredos,Desenhei o mapa que me leva a você,A gente se conheceu na escola,Eu pegando onda e jogando bola,Você era modelo e adorava dançar,Praia, cinema, festinhas no ar!,Se tá com dor, eu sou doutor,Tá com frio, eu sou calor,Mando flores, dou beijinho em sua mão,Se quer brincar de se esconder,No escurinho eu e você,É só pedir com o coração,Se tá com dor, eu sou doutor,Tá com frio, eu sou calor,Mando flores, dou beijinho em sua mão,Se quer brincar de se esconder,No escurinho eu e você,É só pedir com o coração",Palácios e Castelos
Luan Santana,Sertanejo,"Te falo tanta coisa,Enquanto tento segurar a lágrima,Que insiste em cair,Entro no meu carro, abro o vidro,E antes de ir embora eu te digo olha aqui,Ainda vou te esquecer, escreve aí,Chego em casa e dou de cara com a sua foto,Uma ducha e um vinho pra acalmar,E eu penso vou partir pra outra logo,Mas quem é que eu tô tentando enganar?,Mas quem é que eu tô tentando enganar?,É só você fazer assim,Que eu volto,É só você fazer assim,Que eu volto,É que eu te amo e falo na sua cara,Se tirar você de mim não sobra nada,O teu sorriso me desmonta inteiro,Até um simples estalar de dedos,Talvez você tenha deixado eu ir,Pra ter o gosto de me ver aqui,Fraco demais para continuar,Juntando forças para poder falar,Que eu volto, é só você sorrir,Que eu volto, é só fazer assim,Que eu volto",Escreve Aí
