artist,genre,lyric,title
Racionais MC's,Hip Hop/Rap,"Hoje eu sou ladrão, artigo 157,As cachorra me ama, os playboy se derrete,Hoje eu sou ladrão, artigo 157,A polícia bola um plano, sou herói dos pivete,Uma pá de bico cresce o zóio quando eu chego,Zé povinho é foda, ô! Né não, nego?,Eu tô de mal com o mundo,Terça-feira à tarde,Já fumei um ligeiro com os covarde,Eu só confio em mim, mais ninguém, cê me entende,Fala gíria bem, até papagaio aprende,Vagabundo assalta banco usando Gucci e Versace,Civil dá o bote usando caminhão da Light,Presente de grego, né, cavalo de Troia,Nem tudo que brilha é relíquia, nem joia, não,Lembra aquela fita, lá?,(Ô, fala aí, jão!),O bico veio aí, mó cara de ladrão,Como é que é, rapa? Calor do caraio,Licença, aí, deixa eu fumar,Passa a bola, Romário,Hum, meio confiado, né? É, eu percebi,Pensei, ó só, que era truta seu, ó o milho,E diz que tinha um canal, que vende isso e aquilo,Quem é? Quem tem m pra vender? Quero um quilo,Um quilo de quê, jow? Cê conhece quem?,Sei lá, sei não, hein,Eu sou novo também,Irmão, quando ele falou um quilo,É o deixo, é o milho, a micha caiu,Mas onde é que já se viu? Assim, tá de piolhagem,Não vai daqui ali, mó chavão, nesses trajes,De óculos escuros, bermuda e chinelo,O negão era polícia, irmão, mó castelo,Hoje eu sou ladrão, artigo 157,As cachorra me ama, os playboy se derrete,Hoje eu sou ladrão, artigo 157,A polícia bola um plano, sou herói dos pivete,Hoje eu sou ladrão, artigo 157,As cachorra me ama, os playboy se derrete,Hoje eu sou ladrão, artigo 157,A polícia bola um plano, sou herói dos pivete,Nego, São Paulo é selva e eu conheço a fauna,Muita calma, ladrão, muita calma,Eu vejo os ganso descer e as cachorra subir,Os dois peida pra ver quem guia o GTI,Mas, também, né, jão? Sem fingir, sem dar pano,É boca de favela, ô, vamo e convenhamo,Tiazinha trabalha há 30 anos e anda a pé,Às vezes cagueta de revolta, né?,Quê? Né nada disso, não, cê tá nessa?,Revolta com o governo, não comigo, as conversa,Traidor, cobra-cega, pensou se a moda pega?,Nego, eles te entrega pro Depatri: aí, sujou,De bolinho, complô,Pode até ser que tem, sei lá,Qualquer lugar, vários têm celular,Não dá pra acreditar que aconteça,Na hora do choque, que um de nós troque uma cabeça,Por incrível que pareça, pode ser, ó, meu,O dia de amanhã, quem sabe é Deus,Eu não sei, não vi, não sou, morro cadeado,Firmão, deixa eu ir, quem não é visto, não é lembrado,Hoje eu sou ladrão, artigo 157,As cachorra me ama, os playboy se derrete,Hoje eu sou ladrão, artigo 157,A polícia bola um plano, sou herói dos pivete,Hoje eu sou ladrão, artigo 157,As cachorra me ama, os playboy se derrete,Hoje eu sou ladrão, artigo 157,A polícia bola um plano, sou herói dos pivete,Família em primeiro lugar, é o que há,Juro pra senhora, mãe, que eu vou parar,Meu amor é só seu, brilhante num cofre,Enquanto eu viver, a senhora nunca mais sofre,Tá daquele jeito: se é, é agora,É calça de veludo, é bunda de fora,Me perdoe, me perdoe, mãe, se eu não tenho mais,O olhar que um dia foi te agradar com cartaz,Escrito assim: 12 de maio - em marrom,Um coração azul e branco em papel crepom,Seu mundo era bom,Pena que, hoje em dia, só encontro no seu álbum de fotografia,Juro que vou te provar que não foi em vão,Mas cumprir ordem de bacana não dá mais, não,Xiii, jão! Falando sozin?,Essa era da boa, hein? Põe dessa pra mim,O barato tá doido e os mano te ligou, ali,Mas tem que ser já, sem pensar, cê quer ir?,A ponta é daqui a pouco, oito horas, oito e pouco,Tá tudo no papel, dá pra arrumar uns troco,O time tava montado, mas tem um que não pode,Os mano é do outro lado, mas é, é pela orde,Vamo, tá mó mamão, só catar, demorou,Ó só, te pus na fita porque cê é merecedor,Não vou te pôr em fita podre, aliado,A cena é essa, ó, fica ligado,Um mão-branca fica só de migué,No bar em frente o dia inteiro, tomando café,É nosso,O outro é japonês, o Kazu,Que fica ali vendendo um dog e talão zona azul,Cê compra o dog dele e fica ali no bolinho,Ele tem só um canela-seca no carrinho,Se liga a loira, né, então, vai tá lá dentro,De onda com os guardinha, pã,Nessa aí que eu entro,É dois, tem mais um, foi quem deu, tá ligeiro,Na hora, ele vai estar de AK no banheiro,Tem uma XT na porta e uma Sahara,Pega a contra-mão, vira à esquerda e não para, cara,É direto e reto, na mesma, até a praça,Que tá tudo em obra, e os carro não passa,Do outro lado, tá a Rose, de Golf, na espera,Dá as arma e os malote pra ela e já era,Depois só (fiiiu!) praia e maconha,Comer todas as burguesa em Fernando de Noronha,Nossa, mano, vou pegar aqueles gadinho, lá, que mora no condomínio, viiish!,Ih, e aquelas mina, lá?,Só gata, feio!,Se elas até gostar de fumar um baseado,Vou levar elas toda!,O dia D chegou,Se esse é o lugar, então, aqui estou,Quanto mais frio, mais em prol,Um amante do dinheiro, pontual como o Sol,Igual eu, de roupão e capacete,No frio, já é quente, ainda usando colete,Já era, eu tô aqui, e aonde cê tá, jão?,Tô vendo ninguém, e o japonês tá aqui, não,O carrinho não tá, né? Daqui eu ganhei,O outro mão nem comeu, também, desde que eu cheguei,Mas por que logo hoje? Por que que mudaram?,É difícil errar, os que deu a fita erraram,Sei, não, tá esquisito, jão, tá sinistro,Não é melhor nóis se jogar? Vê direito, hein?,E, qualquer coisa, a loira vai ligar, não tem pressa,Cê é que nem meu irmão, caraio, porra, num dá essa!,Só tem o zé povinho e os motoboy,Tá gelado? Vamo entrar, vagabundo, é nóis,Nossa senhora, o neguinho passou a mil,Eu falei, nem ouviu, nem olhou, nem me viu,Minha cara é esperar, eu não tiro o zóio,Lá dentro, eu não sei, meu estômago dói,Lá vem o truta: vamo! É agora!,Tudo errado, vamo embora, caiu a fita, sujou!,Cadê o neguinho? Demorou!,Caraio, bem que eu falei!,Todos funça mudou,Só tinha dois, mas tem três!,O neguinho vinha vindo, do que vinha rindo?,O pesadelo do sistema não tem medo da morte,Dobrou o joelho e caiu como um homem,Na giratória, abraçado com o malote,Eu falei, porra! Eu não te falei?! Não ia dar!,Pra mãe dele, quem que vai falar, quando nóis chegar?,Um filho pra criar, imagina a notícia,Lamentável, vamo aí, vai chover de polícia,A vida é sofrida, mas não vou chorar,Viver de quê? Eu vou me humilhar?,É tudo uma questão de conhecer o lugar,Quanto tem, quanto vem e a minha parte, quanto dá,Porque,Hoje eu sou ladrão, artigo 157,As cachorra me ama, os playboy se derrete,Hoje eu sou ladrão, artigo 157,A polícia bola um plano, sou herói dos pivete,Hoje eu sou ladrão, artigo 157,As cachorra me ama, os playboy se derrete,Hoje eu sou ladrão, artigo 157,A polícia bola um plano, sou herói dos pivete,Aí, louco, muita fé naquele que tá lá em cima, que ele olha pra todos, e todos têm o mesmo valor,Vem fácil, vai fácil, essa é a lei da natureza, não pode se desesperar,E aí, molecadinha, tô de olho em vocês, hein? ,Não vai pra grupo, não, a cena é triste,Vamos estudar, respeitar o pai e a mãe e viver,Viver! ,Essa é a cena,Muito amor",Eu Sou 157
Thaeme e Thiago,Sertanejo,"Foi se aventurar e agora ficou só,Ai que dó, ai que dó,Eu to aqui festando e você na pior,Ai que dó, ai que dó,Se hoje vive chorando lembrando de nós,Ai que dó,Ai que dó o que, eu quero ver você sofrer!,Você se lembra quando me pediu pra ir embora,Dizendo que só queria curtir a vida agora,Que cansou de namorar, que o negócio era festar,Com o telefone na mão eu passava horas,Ficava pensando o que falar quando chegasse a hora,Que você fosse ligar me pedindo pra voltar,Só que isso só aconteceu depois que viu que me perdeu,E de nada vai adiantar, dizer que se arrependeu,Que viu que seu amor sou eu, porque eu não vou te perdoar,Foi se aventurar e agora ficou só,Ai que dó, ai que dó,Eu to aqui festando e você na pior,Ai que dó, ai que dó,Se hoje vive chorando lembrando de nós,Ai que dó,Ai que dó o que, eu quero ver você sofrer!",Ai Que Dó
Emicida,Hip Hop/Rap,"E ela diz; amor, teu chá tá quente tó,Liguei o DVD, preparei pra gente ó,Deita no sofá, vem cá, não se sente só,Isso é ruim de encontrar, vou querer pra sempre ó,E ela diz; amor, teu chá tá quente tó,Liguei o DVD, preparei pra gente ó,Deita no sofá, vem cá, não se sente só,Isso é ruim de encontrar, vou querer pra sempre ó,Aí, que mais eu vô querer da vida,Além da paz de poder te olhar adormecida,Enquanto o sol traz,O novo dia nos primeiros sinais,Vô só olhando e confirmando que eu te amo demais,Demais mermo, então pra mim isso é verdadeiro,A própria sensação com você, cada beijo é o primeiro,Desligo o celular, hoje nem vou colá com os parceiro,Vô fica aqui quietin com cê dividindo um travesseiro só,Por isso eu gosto de quando tá esse friozinho,Melhor discupa pra ficar lá abraçadinho,O controle remoto e a caneca com meu chazin,Teu rosto falando que isso nunca vai ter fim,No comecin do dia enquanto eu bocejo,Na mesa o pãozinho, biscoito, faca, manteiga, queijo,Meio sonolento ainda, levanto a cabeça e vejo,Cê sorri com minha camisa, chega perto e diz ""me dá um beijo"",É isso aí que me ganha,Teu riso me faz bem, te faço carinhos na manha,Se assanha, me arranha,Fazendo a flor brotar no inverno,Por isso cada olhar que eu te dar é uma jura de amor eterno,Tem várias paisagens bela,Mas o único passeio que me encanta é o que a minha mão faz pelo corpo dela,Eu fico puto de ver o tempo indo embora,Mulher, me diz onde cê tava até agora,E ela diz; amor, teu chá tá quente tó,Liguei o DVD, preparei pra gente ó,Deita no sofá, vem cá, não se sente só,Isso é ruim de encontrar, vou querer pra sempre ó,E ela diz; amor, teu chá tá quente tó,Liguei o DVD, preparei pra gente ó,Deita no sofá, vem cá, não se sente só,Isso é ruim de encontrar, vou querer pra sempre ó,Deus fez as mulher tudo pro mundo, na moral, fez sim,Mas quando fez você, olhou pro alto pensando em mim,Suspirou, deu uma risadinha, direcionou minha vidinha,Pra tá coladinha com a sua, na rua dando a mãozinha,Eu vendo um vídeo de balé, juntinho em frente à telinha,Meia dúzia de beijo desse e as vontade dela vira as minha,Já me imagino sentado,Ouvindo candeia, os menino passa apressado,O outro correndo de meia na sala,Rindo engraçado, a casa parece cheia,Volta chorando esfolado; ""pai, meu chinelo estourou a correia"",Já decidi sim, isso que eu quero amorzin,Tê nove vidas igual gato, te ama em todas enfim,Você não sabe o quanto me fascina,Eu vo fazer de cada momento o começo do que num termina,Por gostar além do possível, do acreditável,Do discritível, do imaginável,E as mulher que cola pra eu pegar, cancela,Agora meu coração tá na mão daquela,Vô me dedica, fazer o melhor por ela,Levanta cedo e vô trabalhar naquela,Vô repeti as mesma frase de domingo a domingo,Com ar de primeira vez e você dizendo ""que lindo"",Como Deus é bom, né não, nêga?,Já tive quase todas que eu quis agora é só você e chega,E ela diz; amor, teu chá tá quente tó,Liguei o DVD, preparei pra gente ó,Deita no sofá, vem cá, não se sente só,Isso é ruim de encontrar, vou querer pra sempre ó,E ela diz; amor, teu chá tá quente tó,Liguei o DVD, preparei pra gente ó,Deita no sofá, vem cá, não se sente só,Isso é ruim de encontrar, vou querer pra sempre ó",Ela Diz
Sampa Crew,Hip Hop/Rap,"Você não ta entendendo que eu não tô legal,Namoro sem se ver fica meio sem sal,E viver na estrada pode crer já me cansou,Eu sei essa distância quer nos separar,Mas quando a gente ama,eu penso assim sei lá,Não é um sacrifício, é uma prova de amor,Pra você tudo é tão fácil,Porque eu sempre estou disposta a ceder,Por favor não seja injusta,Eu tô ficando até com medo de perder você,Como é que a gente faz pra resolver,Eu já sofri demais com a distância,(Por nós dois eu aceitei usar uma aliança),Seu problema eu sei é só desconfiança,Eu não quero mais viver nessa loucura,(Quer saber porque ainda me procura?),Porque saudade é com amor que a gente cura,Pego estrada,ponte aérea,e sei que você me espera,Nos seus braços eu me encontro,e a dor já era,Aprendemos que o nosso amor não tem fronteiras,O que te falam nem liga, é tudo besteira,Eu sei que essa distância quer nos separar",Distância
Sampa Crew,Hip Hop/Rap,"Prometi não chorar,Prometi não sofrer,Prometi que não ia mais querer te ver,Nada adiantou,Pois aqui estou,Pedindo outra chance para o nosso amor,Já fingi que amei,um outro alguém,Mas pro seu lugar não tem mais pra ninguém,Vivo da ilusão,Da louca paixão,Que tomou minha mente e o meu coração,Vem me dar o seu amor,Meu bem, venha me aquecer,Eu preciso dormir e acordar com você,Vem me dar o seu amor,Meu bem, venha me aquecer,Ah eu preciso de você,Tente pensar,Tente entender,Sou alguém que não sei mais viver sem você,Eu já me entreguei,Já me rendi,Nesse jogo do orgulho fui eu quem perdi,Mesmo assim eu insisto,Não creio no fim,Acredito, você vai voltar pra mim,Sigo pelo mundo,Andando sem rumo,Tinha o universo,E me vejo sem tudo,Vem me dar o seu amor,Meu bem, venha me aquecer,Eu preciso dormir e acordar com você,Vem me dar o seu amor,Meu bem, venha me aquecer,Ah eu preciso de você,Pra me tirar desse labirinto,Alivia essa dor,Que agora eu sinto,Nós somos almas gêmeas,Nem o tempo separa,Um perfume sem igual,Da rosa mais rara,Vem me dar o seu amor,Meu bem, venha me aquecer,Eu preciso dormir e acordar com você,Vem me dar o seu amor,Meu bem, venha me aquecer,Ah eu preciso de você,Baby, baby, de você,Só de você, eu preciso,Ah eu preciso de você,Preciso de você",Preciso de Você
Milionário e José Rico,Sertanejo,"Nesta longa estrada da vida,Vou correndo e não posso parar,Na esperança de ser campeão,Alcançando o primeiro lugar,Na esperança de ser campeão,Alcançando o primeiro lugar,Mas o tempo cercou minha estrada,E o cansaço me dominou,Minhas vistas se escureceram,E o final da corrida chegou,Este é o exemplo da vida,Para quem não quer compreender,Nós devemos ser o que somos,Ter aquilo que bem merecer,Nós devemos ser o que somos,Ter aquilo que bem merecer,Mas o tempo cercou minha estrada,E o cansaço me dominou,Minhas vistas se escureceram,E o final desta vida chegou",Estrada da Vida
Henrique e Juliano,Sertanejo,"O problema dos erros é que às vezes eles beijam bem,E olha eu aqui, hein? ,Errando de novo,O problema dos erros é que às vezes eles fazem bem,Como ninguém,E a gente fica bobo,Bobo, já sabendo que não vai dar certo,Mas é bem pior não ter você por perto,E se eu for errando assim, vai que eu acerto,Vou adiando o fim só pra viver nesse presente incerto,E se fosse ao contrário, do avesso ou de trás pra frente,Esse amor começaria errado e terminaria bem,E se fosse ao contrário, do avesso ou de trás pra frente,Esse amor começaria errado e terminaria bem com a gente,Com a gente,Eu vou errando sempre,Bobo, já sabendo que não vai dar certo,Mas é bem pior não ter você por perto,E se eu for errando assim, vai que eu acerto,Vou adiando o fim só pra viver nesse presente incerto,E se fosse ao contrário, do avesso ou de trás pra frente,Esse amor começaria errado e terminaria bem,E se fosse ao contrário, do avesso ou de trás pra frente,Esse amor começaria errado e terminaria bem com a gente,Com a gente,Eu vou errando sempre",De Trás Pra Frente
Marília Mendonça,Sertanejo,"Só queria mais um pouco desse sentimento louco,De acordar de madrugada pra fazer de novo,E se isso for pecado, quem vai nos julgar?,Quem nunca amou nunca vai entender,Essa loucura que eu sinto por você,Só sei que é bom demais, é bom demais,Mas quando te vejo com ela,A minha mão gela,Minha boca vai secando, eu vou ficando muda,Ô meu Deus, me ajuda, o que é que eu vou fazer?,Eu sei que tá com ela pra manter as aparências,Mas nas suas horas de carência, você vem me ver,E a gente faz amor,Me diz que eu sou o seu amor,E vai embora antes do dia amanhecer,Eu sei que é errado e quem vai entender?,Você é casado e eu não quero perder,Eu sei, tá com ela, mas amo você,Você e ela não têm nada a ver,Eu sei que é errado e quem vai entender?,Você é casado e eu não quero perder,Eu sei, tá com ela, mas amo você,Você e ela não têm nada a ver,Sou mais eu e você,E a gente faz amor,Me diz que eu sou o seu amor,E vai embora antes do dia amanhecer,Eu sei que é errado e quem vai entender?,Você é casado e eu não quero perder,Eu sei, tá com ela, mas amo você,Você e ela não têm nada a ver,Eu sei que é errado e quem vai entender?,Mas eu amo você,Você e ela não têm nada a ver,Eu sei que é errado e quem vai entender?,Você é casado e eu não quero perder,Eu sei, tá com ela, mas amo você,Você e ela não têm nada a ver,Sou mais eu e você",Sentimento Louco
Jorge & Mateus,Sertanejo,"Você não sabe o que é amor nem tão pouco paixão,Se soubesse de verdade não maltratava meu coração,Parece um beija-flor que vai de boca em boca por aí,E suga todo meu amor e quando enjoa põe um fim,Agora não estou mais disposto a te dar meu mel,Procure logo um novo alguém pra te levar pro céu,Você seguiu outros caminhos, eu fiquei chorando aqui,Com sua vida de aventuras você vai seguir,Voa, beija flor, vai dar seu calor pra quem não te conhece,Sai da minha vida, busque um outro amor,Você não me merece,Voa, beija-flor, você não vai mais sugar do meu amor,Vai sentir o amargo de outras bocas,Lembrando o meu sabor",Voa Beija-flor
Munhoz e Mariano,Sertanejo,"Meu Deus do céu, aonde é que eu tô?,Alguém me explica, me ajuda por favor,Bebi demais na noite passada,Eu só me lembro do começo da balada,Alguém do lado, aqui na mesma cama,Nem sei quem é, mas tá dizendo que me ama,Cabeça tonta, cheirando cerveja,O som no talo, só com moda sertaneja,Cadê meu carro? Cadê meu celular?,Que casa é essa? Onde é que eu vim parar?,O sol rachando, já passou do meio-dia,Daqui não saio, daqui ninguém me tira,Achei meu carro dentro da piscina,E o celular no micro-ondas da cozinha,DJ mais louco que o padre do balão,Remixando até as modas do Tião,Dá um remédio, preciso ""miorá"",Que pelo jeito a festa aqui não vai parar,- Chega pra cá, João Neto e Frederico,- Deixa com a gente, Munhoz e Mariano!,Cadê meu carro? Cadê meu celular?,Que casa é essa, onde é que eu vim parar?,O sol rachando, já passou do meio-dia,Daqui não saio, daqui ninguém me tira,Achei meu carro dentro da piscina,E o celular no micro-ondas da cozinha,DJ mais louco que o padre do balão,Remixando até as moda do Tião,Dá um remédio, preciso ""miorá"",,Que pelo jeito a festa aqui não vai parar,O sol rachando, já passou do meio-dia,Daqui não saio, daqui ninguém me tira,Achei meu carro dentro da piscina,E o celular no micro-ondas da cozinha,DJ mais louco que o padre do balão,Remixando até as moda do Tião,Dá um remédio, preciso ""miorá"",Que pelo jeito a festa aqui não vai parar",Balada Louca (part. João Neto e Frederico)
Jorge & Mateus,Sertanejo,"Despertador tocou, cadê o meu amor,Pra me dar o primeiro beijo do dia?,Na hora do café, cadê minha mulher,Que os meu desejos de cor sabia?,Eu tentei trabalhar, tá difícil concentrar,Fim de tarde é pior, nasce o pôr o Sol,Ela me esperava com o sorriso estampado na cara,Hoje o dia tá passando, a saudade apertando,E eu sozinho nessa casa,Ah, se essas paredes não falassem,Ah, se o travesseiro não contasse,Todas as noites de amor,Que eu vivi com você,Ah, se essa cama não lembrasse,Ah, se esse espelho mostrasse, você aqui,Pra eu conseguir dormir,Ah, se essas paredes não falassem,Ah, se o travesseiro não contasse,Todas as noites de amor,Que eu vivi com você,Ah, se essa cama não lembrasse,Ah, se esse espelho mostrasse, você aqui,Pra eu conseguir dormir",Paredes
Jayne,Sertanejo,"Eu não tenho nada pra dizer,Você parece no momento até saber,O quanto eu estou sofrendo,Vem, veja através dos olhos meus,A emoção que sinto em estar aqui,Sentir seu coração me amando,Amigos para sempre é o que nós iremos ser,Na primavera ou em qualquer das estações,Nas horas tristes, nos momentos de prazer,Amigos para sempre,Amigos para sempre é o que nós iremos ser,Na primavera ou em qualquer das estações,Nas horas tristes, nos momentos de prazer,Amigos para sempre,Você pode estar longe, muito longe sim,Mas por te amar, sinto você perto de mim,E o meu coração contente,Não nos perderemos, não te esquecerei,Você é a minha vida, tudo que sonhei,E quis para mim um dia,Amigos para sempre é o que nós iremos ser,Na primavera ou em qualquer das estações,Nas horas tristes, nos momentos de prazer,Amigos para sempre,Amigos para sempre é o que nós iremos ser,Na primavera ou em qualquer das estações,Nas horas tristes, nos momentos de prazer,Amigos para sempre",Amigos Para Sempre (part. Miguel Zinovic)
Leandro & Leonardo,Sertanejo,"Não aprendi dizer adeus,Não sei se vou me acostumar,Olhando assim nos olhos teus,Sei que vai ficar nos meus,A marca desse olhar,Não tenho nada pra dizer,Só o silêncio vai falar por mim,Eu sei guardar a minha dor,Apesar de tanto amor ,Vai ser melhor assim,Não aprendi dizer adeus,Mas tenho que aceitar,Que amores vêm e vão,São aves de verão,Se tens que me deixar,Que seja, então, feliz,Não aprendi dizer adeus,Mas deixo você ir,Sem lágrimas no olhar,Se adeus me machucar,O inverno vai passar,E apagar a cicatriz,Não aprendi dizer adeus,Mas tenho que aceitar,Que amores vêm e vão,São aves de verão,Se tens que me deixar,Que seja, então, feliz,Não aprendi dizer adeus,Mas deixo você ir,Sem lágrimas no olhar,Se adeus me machucar,O inverno vai passar,E apaga a cicatriz",Não Aprendi Dizer Adeus
Luan Santana,Sertanejo,"E eu que achava que,A vida fosse só uma viagem,Que o mundo tinha me esquecido,E eu que achava que,O amor não existia pra todo mundo,Que era coisa de cinema,Aí você apareceu,Com um olhar, me convenceu,Anjo de asas coloridas,Amor além da vida,Eu não resisti a tanto amor,O meu coração se entregou,E venha o que vier,Eu vou estar pra sempre com você,Aí você apareceu,Com um olhar, me convenceu,Anjo de asas coloridas,Amor além da vida,Eu não resisti a tanto amor,O meu coração se entregou,E venha o que vier,Eu vou estar pra sempre com você,Eu não resisti a tanto amor,O meu coração se entregou,E venha o que vier,Eu vou estar pra sempre com você,(Sempre com você),Pra sempre com você,(Sempre com você),Pra sempre com você",Sempre Com Você
Jorge & Mateus,Sertanejo,"Porque você não sai da minha cabeça,É 31 de dezembro,Fim de mais um ano,E por mais que eu tente,Fazer outros planos,Outro ano começa,Com o antigo sonho,De ter você comigo,E por mais que eu queira,Porque você não sai da minha cabeça,Porque você não sai da minha cabeça,E vou pedir pra toda estrela que eu vejo,Pra realizar meu único desejo,Amanhecer, primeiro de janeiro,Com você,Banho de mar,Amar e amar,De amor me perder,Porque você não sai da minha cabeça,Porque você não sai da minha cabeça",31/12
Fred e Gustavo,Sertanejo,"Diz a lenda que muitos e muitos anos atrás,Um casal que se amava contra a vontade dos pais,Se encontravam escondidos na escuridão,Eram guiados pela força da sua paixão,Era o amor vencendo o medo,,Eles guardavam o segredo a sete chaves em seu coração,Deus ouvindo as preces daquele jovem casal,Resolveu, lá do céu, lhe mandar o mais lindo sinal,E nesse instante uma luz iluminou o céu,E ele prometeu olhando em seus olhos de mel,O mundo inteiro vai saber que foi o nosso amor que fez nascer,A lua cheia no céu,Pra iluminar quem quiser amar,Uma vez por mês a lua cheia vai brilhar,Lendas e mistérios de um amor eterno,Que nem mesmo o tempo foi capaz de apagar,Foi assim que aconteceu,Um amor que não morreu,Deus ouvindo as preces daquele jovem casal,Resolveu, lá do céu, lhe mandar o mais lindo sinal,E nesse instante uma luz iluminou o céu,E ele prometeu olhando em seus olhos de mel,O mundo inteiro vai saber que foi o nosso amor que fez nascer,A lua cheia no céu,Pra iluminar quem quiser amar,Uma vez por mês a lua cheia vai brilhar,Lendas e mistérios de um amor eterno,Que nem mesmo o tempo foi capaz de apagar,Pra iluminar...,Uma vez por mês a lua cheia vai brilhar,Lendas e mistérios de um amor eterno,Que nem mesmo o tempo foi capaz de apagar,Foi assim que aconteceu,Um amor que não morreu",Lendas e Mistérios
Fernando e Sorocaba,Sertanejo,"Tudo errado,Eu joguei,Os meus sonhos pro alto,No momento em que te deixei,Quatro anos de paixão,Só serviram pra mostrar,Que não se brinca com o coração,E o desespero bate forte,Te envio nossas fotos,Das férias em Salvador,Te mando mil mensagens,Pra falar do meu amor,Não durmo mais na cama,Pois seu cheiro ali está,A solidão,Não quer mais me deixar,Procuro em outros olhos,Encontrar o brilho seu,No som do carro,Ainda toca o CD que me deu,Simples detalhes,De uma vida a dois,O amor ficou só que você se foi,Você se foi,Tudo errado,Jogo aberto,Só menti pra adiar o final,Que já era certo,Aventura, sem sentido,Só me fez perder você,Minhas lágrimas estão caindo,E o desespero bate forte,Te envio nossas fotos,Das férias em Salvador,Te mando mil mensagens,Pra falar do meu amor,Não durmo mais na cama,Pois seu cheiro ali está,A solidão,Não quer mais me deixar,Procuro em outros olhos,Encontrar o brilho seu,No som do carro,Ainda toca o CD que me deu,Simples detalhes,De uma vida a dois,O amor ficou só que você se foi,Você se foi,Filmagens, flashes, momentos,Recordações tatuadas no peito,A gente pode voltar,Deve haver algum jeito",Férias Em Salvador
Jorge & Mateus,Sertanejo,"Eu nem lembrava mais o gosto do seu beijo,Faz tempo que a gente tava separado,Eu nem imaginava o quanto te desejo,Pensei que o nosso amor era caso encerrado,Foi só te ver de novo pra eu perceber,Que o meu coração só sabe te querer,Bateu uma saudade, uma louca vontade de amar você,Se eu pedir cê volta pro meu coração?,Pelo amor de Deus, não me diga não,Vem que tá na hora, tá aberta a porta pra você entrar,Se eu pedir cê volta pro meu coração?,Pelo amor de Deus, não me diga não,Vem que tá na hora a hora é agora,pra você voltar,Eu nem lembrava mais o gosto do seu beijo,Faz tempo que a gente tava separado,Eu nem imaginava o quanto te desejo,Pensei que o nosso amor era caso encerrado,Foi só te ver de novo pra eu perceber,Que o meu coração só sabe te querer,Bateu uma saudade, uma louca vontade de amar você,Se eu pedir cê volta pro meu coração?,Pelo amor de Deus, não me diga não,Vem que tá na hora, tá aberta a porta pra você entrar,Se eu pedir cê volta pro meu coração?,Pelo amor de Deus, não me diga não,Vem que tá na hora a hora é agora, pra você voltar",Se Eu Pedir Cê Volta
Daniel e Samuel,Sertanejo,"O que se perde pelo ar é folha e pó,O que não serve pra usar vagueia só,E você não vive só,Você é vaso de valor,Quem já nasceu tem que entender,Que já venceu,Teve o direito de crescer, aconteceu,Isto eu já sei de cor,Você é vaso de valor,Você precisa acreditar,Que quem é filho é herdeiro,E quem nasceu pra governar,Deus usa até no cativeiro,Esse tempo vai passar,Não desista de orar,Ele é fiel e verdadeiro,E se você disser para mim,Que já foi vaso, está quebrado,E por enquanto está assim,Jogado aos cantos, encostado,Eu prefiro insistir que o oleiro está aqui,Pra mudar o seu estado,Você é especial,Quem te deu a vida, destruiu a forma,Não fez outro igual,Você ainda não perdeu,Você não é folha, você é alguém,No coração de Deus",Você É Especial
Henrique e Juliano,Sertanejo,"Quer saber qual seria o meu pesadelo?,Sem nenhuma dúvida seria o medo,Seria acordar, não estar com você,Chega a dar tremedeira, um nó na barriga,Quem ama demais não suporta uma briga,Ciúme demais faz a gente sofrer,Mudando de assunto, cê tá tão bonita,Que cheiro gostoso que vem de você,E se eu te contar, você nem acredita,Se eu tava brigando eu nem lembro o porquê,Pra que brigar se o amor é isso,É uma espécie de um vício,Mil maneiras de querer,Pra que brigar, chorar, embora,Eu bem sei que nessa hora,Vai me dar vontade de você",Mudando de Assunto
César Menotti e Fabiano,Sertanejo,"Como um anjo,Você apareceu na minha vida,Uuuh, como um anjo,Repleto de ternura e de paixão,Ouououou,Como um anjo,Encanto, sedução,Doce aventura,Uuuh, que loucura,Você desabrochando,No meu coração,Linda menina,Com olhar inocente e malícia,Desejo e tentação,Que me cobre de amor e carícia,Vencendo a solidão,Só você pra me fazer feliz,Ai! Ai! ai! ai! ai!,Anjo,A luz do sol tá me acordando,Não vá embora, estou te amando,Por favor, não me deixe só,Ai! Ai! ai! ai! ai!,Anjo,Não quero abrir meus olhos,Quero seguir vivendo um sonho,De sermos só você e eu,Linda menina,Com olhar e inocente, malícia,Desejo e tentação,Que me cobre de amor e carícia,Vencendo a solidão,Só você pra me fazer feliz,Ai! Ai! ai! ai! ai!,Anjo,A luz do sol tá me acordando,Não vá embora, estou te amando,Por favor, não me deixe só,Ai! Ai! ai! ai! ai!,Anjo,Não quero abrir meus olhos,Quero seguir vivendo um sonho,De sermos só você e eu",Como Um Anjo
